9AC	100 NEW GOWER ST.		SAINT JOHN'S	NL	A1C 6K3
31R	1150 S Olive St		Los Angeles	CA	90015-2211
31Q	2000 Airport Rd NE		Calgary	AB	T2E 6W5
31P	1001 Semmes Ave		Richmond	VA	23224-2245
ZC9	4599 Library Rd		Bethel Park	PA	15102-2913
31O	Branch Brno Vystaviste 1	Pavilon E 2nd Floor	Brno		64700
ZBW	1 PLACE    CHARLES DE GAULLE		MONTIGNY LE BRETONNEUX		F 78180
ZC8	1875 Boulevard Industriel		Magog	QC	J1X 5N4
31N	1000 Lakeside Dr		Bannockburn	IL	60015-1225
ZBV	HAASRODE, INTERLEUVENLAAN 15D		HAASRODE		B-3001
ZC7	Largo Cacciari 1/B		Parma		43100
31M	Dokter van Deenweg 1	Zwolle Mondriaan	Zwolle		8025 BP
ZC6	Via Ripamonti 131/133		Milano		20141
31L	Marsweg 5, Bldg 0219	Zwolle Marsweg	Zwolle		8013 PD
ZC5	Via E Fermi 4		Zola Predosa		40069
31K	Marsweg 5, Bldg 0140	Zwolle Marsweg NCP/NL140 NCP Zwolle	Zwolle		8013 PD
FIO	VIA RIGHI 4 CENT.COM..OSMANNORO		SESTO FIORENTINO		50019
ZC4	Inku Strasse 8	Bueropark Donau	Klosterneuburg		3400
31J	Dokter van Deenweg 84	Zwolle Jan v. Gooyen	Zwolle		8025 BL
ZC3	C/. Comerç 2 - Nave 14	Sant Feliu del Llobregat	Barcelona		08980
31I	Dokter van Deenweg 2	Zwolle Breughel	Zwolle		8025 BP
ZC2	Rue Chante Coq, 5		Puteaux		92800
31H	Nieuwendijk 22A/Havennr 550	150 KV Moerdijk	Zevenbergen		4761 PK
ZC1	Francia B.P. 48		Thionville		57101
31G	Vamweg 7	Wijster/0.07	Wijster		9418 TM
ZC0	Glespin		Lanark		ML11 0SE
31F	Schatbeurderlaan 2		Weert		6002 ED
31E	Altenaweg 18, Bldg B126	Waalwijk/Serverruimte	Waalwijk		5145 PC
31D	Altenaweg 18, Bldg A126		Waalwijk		5145 PC
31C	Burg. Mollaan 80, Bldg C125	Waalre 3/Serverruimte	Waalre		5582 CK
31B	Burg. Mollaan 80, Bldg B125	Waalre 3	Waalre		5582 CK
31A	Burg. Mollaan 80, Bldg A125	Waalre 2/telecom - server ruimte	Waalre		5582 CK
30Z	Industrieweg 9c, Bldg B124	Vught/Serverruimte	Vught		5262 GJ
30Y	Industrieweg 9c, Bldg A124		Vught		5262 GJ
30X	Dr. Hub van Doorneweg 101	Tilburg West Kabelcom	Tilburg		5026 RB
30W	Spoorlaan 376	Tilburg Centrum	Tilburg		5038 CD
30V	Vloeiveldweg 8, Bldg B114	Spinder Deponie Millieu/0.03	Tilburg		5048 TD
30U	Vloeiveldweg 8, Bldg A114	Spinder Deponie Millieu	Tilburg		5048 TD
30T	Goirkekanaaldijk 46	NCP Tilburg	Tilburg		5046 AT
30S	Smidsstraat 5		Sneek		8601 WB
30R	Statenlaan 8	Hertogenbosch Riva	Den Bosch		5223 LR
ZAY	101 ONEIL RD		SIDNEY	NY	13838-1099
30Q	Statenlaan 33	Hertogenbosch Banning	Den Bosch		5223 LA
30P	Reitscheweg 31, Bldg B027	Den Bosch Regio NO/Serverruimte	Den Bosch		5232 BX
2P1	15-20 MORIOKA EKIMAEDOURI		MORIOKA		020
ZB9	Pavillon N.46 Prosp. Mira		Moscow		129366
30O	Reitscheweg 31, Bldg A027	Den Bosch Regio NO	Den Bosch		5232 BX
ZAW	PRESIDENT STEYN MINE		WELKOM		9459
ZB8	Shenton Way		Singapore		068808
30N	Koningsweg 101, Bldg C024	Den Bosch Gebouw3/Serverruimte	Den Bosch		5211 BH
ZAV	ROSESTAD BUILDING	VOORTREKKER STR	BLOEMFONTEIN		9301
ZB7	Business Park High St		Uxbridge		UB8 2AL
ZAU	240 Fall St		SENECA FALLS	NY	13148-1573
30M	Koningsweg 101, Bldg B024	Den Bosch Gebouw3/2.12	Den Bosch		5211 BH
ZB6	Culcavey Rd 105		Belfast		BT26 6HH
30L	Koningsweg 101, Bldg A024	Den Bosch Gebouw3	Den Bosch		5211 BH
ZB5	Kaskinen BCTMP	HELMI-PROJEKT	Kaskinen		64260
30K	Westhoven 7, Bldg B101	Roermond/Serverruimte	Roermond		6042 NV
ZAS	ABSA BUILDING(IBM SANDOWN DATA CENT	CORNER 3 GWEN LANE & FREDMAN DRIVE	SANDTON		2196
ZB4	800 W Trade St		Charlotte	NC	28202-1186
30J	Westhoven 7, Bldg A101		Roermond		6042 NV
ZB3	3300 Richmond St		Philadelphia	PA	19134-6006
30I	Collseweg 23		Nuenen		5674 TR
FHM	UNIT 23, STANDARD WAY	FAREHAM INDUSTRIAL PARK	FAREHAM		PO16 8XJ
ZB2	55 East Monroe St, Suite 2600		Chicago	IL	60603-5723
30H	Populierweg 150-152, Bldg B090	Maastricht Limmel NCP/NCP Limmel	Maastricht		6222 CN
ZAP	536 SCHOEMAN STR, ARCADIA		PRETORIA		83
ZB1	9711 Farrar Ct, 2nd Floor	TECWorks LLC	Richmond	VA	23236-3679
30G	Populierweg 150-152, Bldg A090	Maastricht Limmel NCP	Maastricht		6222 CN
ZAO	CNR GREYLING & CAPE RD,GREENACRES		PORT ELIZABETH		6045
ZB0	50 New Commerce Blvd	Altria Corporate Services, Inc.	Wilkes-Barre	PA	18762-0001
30F	Pierre de Coubertinweg 31, B/C088	Maastricht Geusselt/verdieping 5 gebouw B	Maastricht		6225 XT
30E	Pierre de Coubertinweg 31, B/B088	Maastricht Geusselt/Serverruimte	Maastricht		6225 XT
30D	Pierre de Coubertinweg 31, B/A088	Maastricht Geusselt	Maastricht		6225 XT
30C	Hagelkruisweg 2		Maasbree		5993 SC
ZAK	70 RIVONIA RD,SANDTON		JOHANNESBURG		2196
30B	Voortstraat 21	Maasbracht/Serverruimte	Maasbracht		6051 JP
30A	Raamweg 1	150 KV Cuijk	Linden		5439 NA
ZAH	7 WELLINGTON RD,PARKTOWN		JOHANNESBURG		2193
ZAF	UNIT 1,KELLY RD, JETPARK		JOHANNESBURG		1459
ZAD	LTA HOUSE, WESTVILLE		DURBAN		3630
ZAC	AFRICAN WHOLESALERS CENTRE	33MARTIN HAMMERSCHLAG WAY,FORESHORE	CAPETOWN		8000
ZAB	V&A WATERFRONT		CAPETOWN		8001
ZAA	Domaine de Fontanges		Salon-de-Provence		13300
ZA7	110 Esplanade du General de Gaulle	Za de la Haute Limougere	La Defense		92931
ZA6	120 Park Ave, 12th Floor	Altria Corporate Services, Inc.	New York	NY	10017-5577
ZA5	Pol Ind Santa Ana 2 San Pedor		Barcelona		08251
ZA4	Ribera del Loira 10		Madrid		28042
ZA3	Carretera M 300 Km 28,5		Madrid		28802
ZA2	1165 Massachusetts Ave		Dorchester	MA	02125-1602
ZA1	Via de les Corts Catalanes N 130/13	Planta 10	Barcelona		08038
ZA0	Calle del Sol N 7		Tres Cantos		28760
FFL	2830 WINKLER AVE		FORT MYERS	FL	33916-9375
2M8	2-13-5 HASHIMOTO		AOMORI		030
2L1	1-3-15 KASUMICHO		YAMAGATA		990
FDF	LOTISSEMENT BARDINET, DILLON		FORT DE FRANCE		97240
FBT	13800 DIPLOMAT DR		DALLAS	TX	75234-8812
FC0	13461 SUNRISE VALLEY DR		HERNDON	VA	20171-3283
YZO	1 E New York Ave		SOMERS POINT	NJ	08244-2389
YZN	199 Grandview Rd		SKILLMAN	NJ	08558-1303
YZH	65 Challenger Rd Fl 3		RIDGEFIELD PARK	NJ	07660-2100
FB9	3800 PALUXY DRIVE	SUITE 445	TYLER	TX	75703-1629
FB6	13809 RESEARCH BLVD	SUITE 525	AUSTIN	TX	78750-1245
FB5	525 LINCOLN DR WEST, 3RD FL	5 GREENTREE CTR	MARLTON	NJ	08053-3422
YYX	909 River Rd		PISCATAWAY	NJ	08854-5596
YZ9	6550 S Country Club Rd		Tucson	AZ	85706-7102
YZ8	2800 E Commerce Center Place		Tucson	AZ	85706-4559
YYV	201 Centennial Ave		PISCATAWAY	NJ	08854-3967
FAR	101 N TENTH ST	SUITE 130	FARGO	ND	58102-4600
YZ7	110 Stony Point Rd, Suite 200		Santa Rosa	CA	95401-4118
YYU	1 TELCORDIA DR		PISCATAWAY	NJ	08854-4182
YZ6	781 W 2nd St		San Bernardino	CA	92410-3246
FB1	2214 ROCK HILL RD		HERNDON	VA	20170-4233
YZ5	6220 Greenwich Dr		San Diego	CA	92122-5913
FB0	5151 CALIFORNIA		IRVINE	CA	92617-3059
YZ4	5601 Headquarters Dr		Plano	TX	75024-5839
YZ3	6232 Marine Way		Mountain View	CA	94043-1127
YZ2	6888 Sierra Center Pkwy		Reno	NV	89511-2210
YZ1	110 Juliad Ct		Fredricksburg	VA	22406-1171
YZ0	3300 E Birch St		Brea	CA	92821-6254
YYN	15 Sylvan Way		PARSIPPANY	NJ	07054-3815
YYD	1 BMW Plz		MONTVALE	NJ	07645-1865
FA8	800 WESTCHESTER AVENUE		RYE BROOK	NY	10573-1354
Z9Y	4205 Johnson Ave		RONKONKOMA	NY	11779-7393
FA5	14440 CHERRY LANE CT	SUITE 201	LAUREL	MD	20707-4946
YY9	2 RUE CHARLES DE COULOMB	PARC INNOVESPACE	ORLEANS		45072
FA4	125 S WACKER DR	SUITES 337A&B, 338A&B	CHICAGO	IL	60606-4424
Z9W	50 W Main St		ROCHESTER	NY	14614-1234
YY8	ZI DE LA METALLURGIE	CP6106	CARQUEFOU		44477
FA3	ul. Szturmowa 2		Warszawa		02678
YY7	RUE DE LA MORANDIÈRE		SAINT MEDARD EN JALLES		33185
FA2	ul. Turynska 100		Tychy		43100
YY6	1 ROND DES BRUYÉRES		SOTTEVILLE LES ROUEN		76300
FA1	ul. Gralynskiego 141		Bielsko-Biala		43300
YY5	50/52 CHEMIN DE VERDALE	BP67	SAINT JEAN		31242
FA0	4400 NORTH FIRST STREET	SUITE 100	SAN JOSE	CA	95134
YY4	5 RUE ALCID DE GASPERI	BP3030	SAUSHEIM		68391
YY3	3 ALLEE DES PAQUIS		HOUDEMONT		54180
YY2	41 ROUTE DE PLAPPEVILLE		METZ		57050
YY1	70 RUE DU COLLEGE	BP 6017, Batiment A	MARCQ-EN-BAROEUL		59706
YXO	1280 Wall St W		LYNDHURST	NJ	07071-3517
Z9O	1 CSC Way		RENSSELAER	NY	12144-3118
YY0	Avenue des Peupliers, BP131	Technoparc	Cesson Sevigne		35510
Z9J	45 Reade Pl		POUGHKEEPSIE	NY	12601-3990
YXH	2015 Galloping Hill Rd		KENILWORTH	NJ	07033-1300
YXC	30 Hudson St		JERSEY CITY	NJ	07302-4699
Z99	500 Red Brook Rd, Ste 210		Owings Mills	MD	21117-5152
YX9	21BIS, RUE C.PLANTIN	ZA DE LA HAUTE LIMOUGÈRE	FONDETTES		37230
Z98	12735 Morris Rd Ext, Ste 260		Alpharetta	GA	30004-8904
YX8	900 Cottage Grove Rd	South Building	Hartford	CT	06152-0002
Z97	3200 W Ray Rd		Chandler	AZ	85226-2455
YX7	1 Auto Club Dr		Dearborn	MI	48126-4229
Z96	2561 Warrenville Rd		Downers Grove	IL	60515-1724
YX6	2000 Second Ave	2012 WCB	Detroit	MI	48226-1203
YWT	121 River St		HOBOKEN	NJ	07030-5791
Z95	600 Emerson Rd, Ste 310		Creve Coeur	MO	63141-6762
YX5	DIA -Bolling Air Force Base	Dept: Regional Services Center - Planning & Management Office	Bolling AFB	DC	20032-7701
Z94	300 E-Business Way, Ste 350		Sharonville	OH	45241-2384
YX4	423 Main St		Winnipeg	MB	R3C 2P5
Z93	7676 Hazard Ctr Dr, Ste 650		San Diego	CA	92108-4544
YX3	3600 Forbes Ave	Forbes Tower	Pittsburgh	PA	15213-3410
Z92	8550 United Plaza Blvd, Ste 903		Baton Rouge	LA	70809-2296
YX2	3075 Sanders Rd	Building G	Northbrook	IL	60062-7119
Z91	4 Gatehall Dr, Ste 350		Parsippany	NJ	07054-4522
YX1	1025 Northbrook Pkwy		Suwanee	GA	30024-2967
YWO	1 Becton Dr		FRANKLIN LAKES	NJ	07417-1880
Z90	1900 S State College Blvd, Ste 500		Anaheim	CA	92806-6155
YX0	2880 Scott Blvd		Santa Clara	CA	95050-2520
YWI	350 Engle St		ENGLEWOOD	NJ	07631-1897
Z8F	530 1st Ave		NEW YORK	NY	10016-6497
Z7X	4 Irving Pl		NEW YORK	NY	10003-3598
Z89	350 Av Carlos Charndon, Ste 700		San Juan	PR	00918-2140
YW9	Avda. de Aragón 30-5 Planta 5	Edificio Europa	Valencia		46021
Z88	28399 Cedar Park Blvd		Perrysburg	OH	43551-4882
YW8	10300 Textile Rd	Rawsonville Plant	Ypsilanti	MI	48197-9426
Z87	5005 N River Blvd NE		Cedar Rapids	IA	52411-6634
YW7	1 Executive Dr		PALOS HILLS	IL	60465-2794
Z7U	388 Greenwich St		NEW YORK	NY	10013-2339
Z86	1200 Energy Park Dr		Saint Paul	MN	55108-5101
YW6	580 Capital Dr		LAKE ZURICH	IL	60047-6713
Z85	1801 Parkview Dr		Shoreview	MN	55126-5030
YW5	100 Half Day Rd		LINCOLNSHIRE	IL	60069-3258
YVS	501 Us Highway 22		BRIDGEWATER	NJ	08807-2438
Z84	80 F St NW	Capital Place	Washington	DC	20001-1528
YW4	3625 Amhurst Pkwy		Waukegan	IL	60085-8342
YVR	300 Somerset Corporate Blvd		BRIDGEWATER	NJ	08807-2868
Z83	400 Maryland Ave SW		Washington	DC	20202-0001
YW3	475 Corporate Woods Pkwy		Vernon Hills	IL	60061-3196
Z82	400 19th St		Moline	IL	61265-1388
YW2	Avda. Bruselas 37		Madrid		28028
Z81	1717 Arch St, 28th Floor		Philadelphia	PA	19103-2713
YW1	200 Wood Ave S		Iselin	NJ	08830-2769
Z80	1349 Moffett Park Dr		Sunnyvale	CA	94089-1146
YW0	311 W Monroe St		CHICAGO	IL	60606-4659
Z7N	250 West St		NEW YORK	NY	10013-2098
YVH	120 Mountainview Blvd		BASKING RIDGE	NJ	07920-2334
YVG	1500 Rahway Ave		AVENEL	NJ	07001-2297
YVF	1133 Boardwalk		ATLANTIC CITY	NJ	08401-7395
YVC	225 Borthwick Ave		PORTSMOUTH	NH	03801-4199
Z79	100 Business Park Dr		Skillman	NJ	08558-2601
YV9	2470 Kerper Blvd		DUBUQUE	IA	52001-2224
YUW	7305 Pacific St		OMAHA	NE	68114-5447
Z78	550 12th St NW		Washington	DC	20004-1201
YV8	555 W Adams St		CHICAGO	IL	60661-3719
Z77	323 Fairchild Dr		Mountain View	CA	94043-2215
YV7	505 Northwest Ave		NORTHLAKE	IL	60164-1662
Z76	1780 Business Center Dr		Reston	VA	20190-5318
YV6	202-203 Riverside Way		Uxbridge		UB8 2YF
Z75	130 Pandurang Budhkar Marg, Worli		Mumbai		400018
YV5	Jays Close, Viables		Basingstoke		RG22 4SB
Z74	Thane Belapur Rd	Kalwa Works	Thane		400601
YV4	The Heights, Brooklands		Weybridge		KT13 0XW
Z73	Plot-2, Sector-2, Kharghar Node		Navi Mumbai		410208
YV3	1 Adelaide St E		Toronto	ON	M5C 3B8
YUQ	500 S 16th St		LINCOLN	NE	68508-1828
Z72	New 4/Old 144 Uttamar Gandhi Rd	Post Box No.3323	Chennai		600034
YV2	1980 Matheson Blvd E		Mississauga	ON	L4W 5N3
YUP	1345 Old Cheney Rd		LINCOLN	NE	68512-1284
Z71	49 St. Marks Rd, 3rd Fl	Jyoti Mahal	Bangalore		560001
YV1	110 Sheppard Ave E		Toronto	ON	M2N 6S1
Z70	12 Addis St, 2nd Fl	Grey Town	Coimbatore		641018
YV0	315 Front St W		Toronto	ON	M5V 3A4
YUN	5660 University Pkwy		WINSTON SALEM	NC	27105-1345
YUM	1455 Fairchild Rd		WINSTON SALEM	NC	27105-4588
YUK	1000 E Hanes Mill Rd		WINSTON SALEM	NC	27105-1383
Z6I	600 Community Dr		MANHASSET	NY	11030-3875
Z6G	920 Albany Shaker Rd		LATHAM	NY	12110-1459
YUD	1400 BROADWAY RD		SANFORD	NC	27332-7739
Z69	9-1-187/119/2 St. John's Rd, 1st Fl	Secunderabad	Hyderabad		500025
YU9	161 Duke St		Glasgow		G31 1JD
Z68	43 Shantipalli	Rashbehari Bye-Pass-Connector	Kolkatta		700042
YU8	36 Housley Lane	Chapeltown	Sheffield		S35 2UD
Z67	4A Ring Rd	I.P. Estate	New Delhi		110002
YU7	Samlesbury Brewery, Cuerdale Lane	Samlesbury	Preston		PR5 0XD
Z66	Plot No. 6A, Sector 18	Maruti Industrial Area	Gurgaon		122015
YU6	The Brewery, Magor		Caldicott		NP26 3RA
Z65	Vasant Vihar, 1205/2/9, Shirole Rd	Off Jangli Maharaj Road	Pune		411004
YU5	500 Capability Green	Porter Tun house	Luton		LU1 3LS
Z64	Shanti Chambers, Terapanth Marg	Post Box No. 4111	Ahmedabad		380009
YU4	R.QUINTA DO PAIZINHO Nº2 - 1º		CARNAXIDE		2795
Z63	Plot No. E/79	M.I.D.C. Industrial Area, Waluj	Aurangabad		431136
YU3	AV. DO FORTE, EDIF. SUECIA, 3-2	LINDA-A-VELHA	Lisboa		2795-000
Z62	Nashik Works, Plot No. C-1	Additional Industrial Area, MIDC, Ambad	Nashik		422010
YU2	QUINTA INDUSTRIA BEDUINO	EDIF. DOW PORTUGAL	ESTARREJA		3864-754
Z61	Goa Works-Verna, Plot No. 6	Verna Industrial Estate, Panjim-Margoa Highway, Verna	Goa		403001
YU1	R. DR. ANTONIO LOUREIRO BORGES, 5A		Alges		1494-131
Z60	825-826 Yeovil Rd	Slough Trading Estate	Slough		SL1 4UH
YU0	QUINTA DA FONTE EDIFICIO D.JOAO I	PISO 0-B	PACO DE ARCOS		2770-192
Z5N	11829 Queens Blvd		FLUSHING	NY	11375-7299
Z4Y	451 Clarkson Ave		BROOKLYN	NY	11203-2097
Z59	47038 McLeod Rd		Patuxent River	MD	20670-1626
YT9	6580 Via Del Oro		San Jose	CA	95119-1201
Z58	5601 Sunnyside Ave		Beltsville	MD	20705-5000
YT8	1 Sony Dr		Park Ridge	NJ	07656-8002
Z57	9000 Rockville Pike		Rockville	MD	20892-0002
YT7	700 Meadow Ln N		Golden Valley	MN	55422-4817
YT6	C/ Isaac Newton	Pabellon de Italia	SEVILLA		41092
Z56	740 W New Circle Rd, Bldg 001		Lexington	KY	40511-1876
Z55	740 W New Circle Rd, Bldg 032		Lexington	KY	40511-1876
YT5	NOVELDA 188		ELCHE		03206
Z54	600 Technology Park Dr		Billerica	MA	01821-4130
YT4	SANTAMARIA 2		MERIDA		06800
YT3	EDIFICIO GONCALO ZARCO, Q35	QUINTA DA FONTE	PACO DE ARCOS		2780-730
Z52	Meterbuen 33		Skovlunde		2740
YT2	RUA DO HEROISMO 354, 1º  SALA 2		PORTO		4300-256
Z51	Hedelund 8		Roslev		7870
YT1	Calla Basilea 23	Barberá de Vallés	Barcelona		08210
Z4O	615 Route 303		BLAUVELT	NY	10913-1185
Z50	Frejasvej 10		Ringsted		4100
YT0	Avenida de Aragon 402		Madrid		28022
Z4H	200 Southern Blvd		ALBANY	NY	12209-2098
Z4D	10 Corporate Woods Dr		ALBANY	NY	12211-2395
EZ9	200 AMES POND DR		TEWKSBURY	MA	01876-1274
EZ8	20 E CLEMENTON RD	STE 203N	GIBBSBORO	NJ	08026-1165
EZ6	3013 DOUGLAS BLVD	SUITE 120	ROSEVILLE	CA	95661-3847
Z49	7100 Kit Creek Rd, 4th Floor	Bldg 9	Research Triangle Park	NC	27709
EZ5	1700 SEAPORT BOULEVARD	SUITE 120	REDWOOD CITY	CA	94063-5572
YS9	Zona Franca calle A s/n		Barcelona		08040
Z48	Grimstrupvej 185		Naestved		4700
YS8	Poligono Industrial Mas Blau		El Prat de Llobregat		08820
Z3V	5857 E Flamingo Rd		LAS VEGAS	NV	89122-5598
Z47	Niels Juels Vej 15		Frederikshavn		9900
YS7	Carretera de Soria km 2,5		Valladolid		47012
YRU	6800 Solectron Dr		Charlotte	NC	28262-2450
Z3U	500 S Grand Central Pkwy		LAS VEGAS	NV	89106-4510
Z46	Venusvej 24		Fredericia		7000
YS6	Avenida Ribera del Loira 60	Campo de las Naciones	Madrid		28042
EZ1	39 BROADWAY	27 FL	NEW YORK	NY	10006-3010
Z45	Haandvaerkervej 23		Fredericia		7000
2AL	2121 Saskatchewan Drive	9TH Floor - SASK TEL	REGINA	SK	S4P3Y2
YS5	Camino de Son Reus S/N		Palma de Mallorca		07120
EZ0	14651 DALLAS PKWY	SUITE 814	DALLAS	TX	75254-7476
2AK	2025 Victoria Ave		Regina	SK	S4P 0S1
Z44	Maadevej 37		Esbjerg		6700
YS4	Sonystrasse 20		Anif		5081
2AJ	415 -51ST STREET		SASKATOON	SK	S7K 6V4
Z43	Bavnehojvej 12		Esbjerg		6700
YS3	4871 Cox Rd	Knolls Data Center	Glen Allen	VA	23060-6293
Z42	Vallensbaekvej 47		Brøndby		2605
YS2	3000 Groffs Falls Rd		Manchester	NH	03103-6154
Z41	Edvin RahrsVej 50		Brabrand		8220
YS1	2 Gannett Dr		South Portland	ME	04106-6913
Z3O	NAN KANG (SOFTWARE PARK)	9/F, #19-11 & 19-13 SAN CHONG ROAD	TAIPEI		115
Z40	Tarmvej 7		Aalborg		9220
YS0	700 Broadway		Denver	CO	80203-3421
YRN	401 N Tryon St		CHARLOTTE	NC	28202-2108
Z3N	ROOM 304, 3RD FLOOR	ASIA LIFE INSURANCE BUILDING, 34-40 JALAN TELUK SISEK	KUANTAN		25000
2AD	1801 HAMILTON ST		REGINA	SK	S4P 4B4
Z3L	SCHWARZWALDALLEE 215	AREAL ROSENTAL 1008	BASEL		4010
2AC	ONE RESEARCH DR		REGINA	SK	S4S 7H1
Z3K	AREAL ST. JOHANN 503		BASEL		4002
YRG	200 N College St		CHARLOTTE	NC	28202-2173
YRF	1915 Rexford Rd		CHARLOTTE	NC	28211-3446
EY9	650 TOWNSEND ST	SUITE 475	SAN FRANCISCO	CA	94103-6225
EY7	59 COMPOSITE WAY	SUITE 400	LOWELL	MA	01851-5150
EY6	5901A PEACHTREE DUNWOODY RD	SUITES 200 & 275	ATLANTA	GA	30328-5382
Z39	Nowogrodzka 47A		Warszawa		00695
YR9	1901 Campus Place		Louisville	KY	40299-2308
EY4	12120 SUNSET HILLS RD	SUITE 202	RESTON	VA	20190-5853
Z38	Sienna 73		Warszawa		00833
YR8	370 Bassett Rd		North Haven	CT	06473-4202
EY3	115 PERIMETER CENTER PL NE		ATLANTA	GA	30346-1249
Z2V	AMMERGAUSTRASSE 72-78		OLDENBURG		26123
Z37	Emilii Plater 28		Warszawa		00688
YR7	401 W Michigan St		Milwaukee	WI	53203-2804
Z36	Rzymowskiego 28		Warszawa		02697
YR6	120 Monument Circle		Indianapolis	IN	46204-4906
EY1	4601 TOUCHTON RD E	STE 4120	JACKSONVILLE	FL	32246-4484
Z35	Al. Jerozolimskie 92		Warszawa		00807
YR5	4361 Irwin Simpson Rd		Mason	OH	45040-9549
Z34	Turynska 100		Tychy		43-100
YR4	2015 Staples Mill Rd		Richmond	VA	23230-3119
Z33	Ciezarowa 49		Skoczow		43-430
YR3	3350 Peachtree St		Atlanta	GA	30360
Z32	Grazynskiego 141		Bielsko-Biala		43-300
YR2	2357 Warm Springs Rd		Columbus	GA	31904-5668
Z31	Kaliska 72		Praszka		46-320
YR1	1831 Chestnut St		Saint Louis	MO	63103-2225
Z30	Thorvald Meyers gate 2		Oslo		0307
YR0	21555 Oxnard St		Woodland Hills	CA	91367-4999
Z2I	Aluminiumstrasse 1		Grevenbroich		41515
YQH	3455 Highway 80 W		JACKSON	MS	39209-7294
Z2E	AN DER SILBERGRUBE 7		GERA		07551
F99	1201 N Market St	IBM c/o J.P. Morgan Chase & Co	Wilmington	DE	19801-1147
EX8	36 CROSBY DR		BEDFORD	MA	01730-1402
F98	100 White Clay Center Dr, Bldg 200	IBM c/o J.P. Morgan Chase & Co.	Newark	DE	19711-5465
EX7	ONE ALEWIFE CENTER		CAMBRIDGE	MA	02140-2327
F97	100 White Clay Center Dr, Bldg 100	IBM c/o J.P. Morgan Chase & Co.	Newark	DE	19711-5465
F96	500 Stanton Christiana Rd	CN2, IBM c/o J.P. Morgan Chase & Co.	Newark	DE	19713-2105
EX6	931 14TH ST	1ST FLOOR	DENVER	CO	80202-2994
F95	500 Stanton Christiana Rd, COMN	Commons North, IBM c/o J.P. Morgan Chase & Co.	Newark	DE	19713-2107
Z29	Prymasa Stefana Wyszynskiego 11		Gliwice		44-100
YQ9	4553 La Tienda Dr		Thousand Oaks	CA	91362
F94	500 Stanton Christiana Rd, CPLT	Central Plant, IBM c/o J.P. Morgan Chase & Co.	Newark	DE	19713-2107
Z28	44 Moo 10, Bangna Trade Rd	TCC Technology Co Ltd, Bangna	Bangkok		10260
YQ8	7 Maritime Place	6th Floor, PO Box 1030	Halifax	NS	B3J 2X5
F93	999 Broad St	IBM c/o J.P. Morgan Chase & Co	Bridgeport	CT	06604-4328
Z27	1703 N Plano Rd		Richardson	TX	75081-1915
YQ7	STRADA CEBROSA,52/56		TORINO		10036
F92	2000 S Colorado Blvd	IBM c/o J.P. Morgan Chase & Co	Denver	CO	80222-7900
EX2	ONE UNION SQUARE, SUITE 602	KRYSTAL BUILDING	CHATTANOOGA	TN	37402-2514
Z26	6500 Sprint Parkway	Truman A	Overland Park	KS	66251-6108
YQ6	VIA TOSCO ROMAGNOLO,10		Montelupo Fiorentino		50056
Z25	22110 Pacific Blvd		Dulles	VA	20166-6913
YQ5	VIA DEL CARROCCIO,6		MILANO		20016
YPS	1 N Jefferson Ave		SAINT LOUIS	MO	63103-2287
F90	10790 Rancho Bernardo Rd	IBM c/o J.P. Morgan Chase & Co	San Diego	CA	92127-5705
Z24	528 Thresher Ave, Bldg 439		Groton	CT	06340
YQ4	VIA HAUSSMANN 11/I		LODI		26900
YPR	1 Busch Pl		SAINT LOUIS	MO	63118-1852
Z23	6341 Campus Circle E		Irving	TX	75063
Z22	1, Kurchatov Square		Moscow		123182
Z21	Na Pankraci 1685/17-19		Praha 4		14021
YQ1	Argentinier Strasse 4		Vienna		1040
Z20	Pekarska 16		Praha 5		15500
YQ0	1 W 4th St		Winston Salem	NC	27101-3818
Z1N	SCHOENHAUSER ALLEE 12		BERLIN		10437
YPL	1000 Technology Dr		O FALLON	MO	63368-2240
Z1K	30 ROCKRIDGE AVE		PENROSE		1006
Z1J	12 - 14 MARINE PARADE	SEABANK CENTRE	SOUTHPORT	QLD	4215
Z1I	134 REED STREET	PART BUILDING 2	TUGGERANONG	ACT	2901
EWD	800 Sylvan Ave	UNILEVER	Englewood Cliffs	NJ	07632-3201
Z1H	SUITE 4, 8 - 10 VICTORIA STREET		WOLLONGONG	NSW	2500
Z1G	55 PYRMONT STREET		PYRMONT	NSW	2009
Z1F	109 KENT STREET		DEAKIN	ACT	2600
EWA	3003 W Casino Rd		Everett	WA	98204-1910
Z1E	101 MITCHELL STREET	UNIT2, LEVEL 1	DARWIN	NT	0800
YPC	1825 SWIFT AVE		KANSAS CITY	MO	64116-3671
Z1A	PARK AZORIM  94 EM HAMOSHAVOT ROAD	KYRIAT ARIE - PETACH TIKVA	PETACH TIKVA		49527
F89	11119 N Torrey Pines Rd	IBM c/o J.P. Morgan Chase & Co	La Jolla	CA	92037-1009
F88	150 W University Dr	Bldg G, IBM c/o J.P. Morgan Chase & Co.	Tempe	AZ	85281-3640
EW8	330 7TH AVE	7TH FL	NEW YORK	NY	10001-5063
F87	3120 16th St		Bedford	IN	47421-3514
F86	4747 Western Ave		Connersville	IN	47331-7725
EW6	13620 REESE BLVD E		HUNTERSVILLE	NC	28078-6417
F85	6900 English Ave		Indianapolis	IN	46219-7416
YOX	155 Bertie St		Port Melbourne	VIC	3207
